Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC453433;75007;2025-09-03;2025-12-05;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.41;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;912989;294792;"{""coordinates"": [[[2.305407977639058, 48.8563146665495], [2.305341929050544, 48.85629971177551], [2.305334810533573, 48.85631606301142], [2.305400871273238, 48.856330107711365], [2.305407977639058, 48.8563146665495]]], ""type"": ""Polygon""}";48.85631506687307, 2.3053711125530185
EC478581;75018;2025-11-13;2025-12-19;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;7.2;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;933587;311461;"{""coordinates"": [[[2.345377701423778, 48.88330001319359], [2.3454637849568565, 48.88331778694948], [2.3454570688526903, 48.88330272422595], [2.3453826267394566, 48.88329275465046], [2.345377701423778, 48.88330001319359]]], ""type"": ""Polygon""}";48.88330405755968, 2.3454238259617592
EC463144;75014;2025-09-22;2025-12-19;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;6.01;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;921114;301401;"{""coordinates"": [[[2.3229079014130765, 48.82912878681123], [2.322962802795576, 48.829107603433926], [2.3229546353808974, 48.829099178609454], [2.322898121618716, 48.829117073729186], [2.3229079014130765, 48.82912878681123]]], ""type"": ""Polygon""}";48.829113650562036, 2.322929525128205
EC462620;75011;2025-09-28;2025-12-07;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;30153.17;Espaces verts – Entretien des plantations;EMPRISE_CHAUSSEE,EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR;GIG_GIC,STATIONNEMENT_PAYANT,ZONE_LIVRAISON;920715;301064;"{""coordinates"": [[[2.389554834435373, 48.85860704745036], [2.3894075287430936, 48.85845693699934], [2.387212293572628, 48.86297385046553], [2.3834519661026503, 48.86626228771649], [2.3829828615392494, 48.86670794588712], [2.3826222851337158, 48.86684815882893], [2.382620126576352, 48.867030291924465], [2.3827780911337046, 48.86721325174209], [2.378258641647358, 48.87066881431637], [2.3768347482088243, 48.87198377402858], [2.3770214950617374, 48.87206853187895], [2.3783892535412052, 48.87082977887361], [2.3807147413818757, 48.86891839239346], [2.3832761465127854, 48.86712110338286], [2.3836445685545073, 48.86631792276129], [2.3867465426455534, 48.86360897185806], [2.3874886039042695, 48.86295340731868], [2.389554834435373, 48.85860704745036]]], ""type"": ""Polygon""}";48.86554916031405, 2.384028209907738
EC463167;75011;2025-09-01;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;68.1;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;921121;301407;"{""coordinates"": [[[2.3818205210248253, 48.86480852849253], [2.3820881213500136, 48.864902601956416], [2.382047708646591, 48.864947727316874], [2.3824002619313096, 48.865069357415244], [2.3824102165137098, 48.86505767057781], [2.3820716907234205, 48.86494299379629], [2.3821059552296298, 48.86489905079719], [2.3818224716224643, 48.86479922858133], [2.3818205210248253, 48.86480852849253]]], ""type"": ""Polygon""}";48.864948090297084, 2.382131145293645
EC477972;75013;2025-11-17;2026-01-31;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;5.08;Aménagement ou entretien de l’espace public;EMPRISE_TROTTOIR;;933012;311014;"{""coordinates"": [[[2.3615501986737706, 48.833328090671095], [2.361558503486245, 48.833325857798926], [2.361569178668762, 48.833299047928634], [2.361533312472021, 48.83329885647714], [2.3615501986737706, 48.833328090671095]]], ""type"": ""Polygon""}";48.83331010334865, 2.3615522384952983
EC469514;75013;2025-10-27;2025-12-19;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;8.04;Travaux sur réseau de gaz;EMPRISE_TROTTOIR;;926246;305546;"{""coordinates"": [[[2.3473490189958026, 48.82588585299053], [2.3473268524753492, 48.825893625841125], [2.3473503498885746, 48.82592654084486], [2.347376172473359, 48.82592061007867], [2.3473490189958026, 48.82588585299053]]], ""type"": ""Polygon""}";48.82590683780014, 2.3473509040086986
EC469523;75020;2025-10-27;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);ORANGE;64.99;Travaux sur réseau télécom;EMPRISE_TROTTOIR;;926250;305548;"{""coordinates"": [[[2.3908119235841254, 48.86902052635367], [2.390820371275058, 48.869006453346216], [2.390342703448214, 48.86888972624535], [2.3903335538596626, 48.868904706675075], [2.3908119235841254, 48.86902052635367]]], ""type"": ""Polygon""}";48.868954726698114, 2.3905745609900135
EC390120;75009;2024-03-11;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;10.13;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;TAXI;859846;251864;"{""coordinates"": [[[2.340530230728726, 48.87293306977339], [2.340502588489468, 48.87293544732119], [2.340514295548027, 48.872980035396125], [2.340541171654657, 48.87297765362478], [2.340530230728726, 48.87293306977339]]], ""type"": ""Polygon""}";48.87295644982052, 2.3405220421505075
EC444426;75016;2025-04-14;2025-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;87.33;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;;906411;289370;"{""coordinates"": [[[2.293296641915102, 48.8674751648048], [2.293369872958544, 48.867165037852146], [2.293338870153286, 48.86716075647723], [2.2932608204103513, 48.86746994391981], [2.293296641915102, 48.8674751648048]]], ""type"": ""Polygon""}";48.86732149400489, 2.2933156331723796
EC468223;75013;2025-10-21;2026-03-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;1115.9;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR;;925088;304672;"{""coordinates"": [[[2.388603769600762, 48.825186601920706], [2.3887602121462286, 48.82511381223168], [2.3886198388641042, 48.82503950524485], [2.387951405562625, 48.824828434204804], [2.3874283956418223, 48.82463777637732], [2.387361292211297, 48.82471393604714], [2.388552507312757, 48.825135337273046], [2.388603769600762, 48.825186601920706]]], ""type"": ""Polygon""}";48.82491632164527, 2.3880789561430347
EC470377;75018;2025-09-25;2025-12-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;20.04;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;924861;304485;"{""coordinates"": [[[2.3372659915634437, 48.89331097920366], [2.337388557699856, 48.893271130383766], [2.3373759858236425, 48.893255123921996], [2.3372535915653274, 48.89329497278134], [2.3372659915634437, 48.89331097920366]]], ""type"": ""Polygon""}";48.8932830438058, 2.3373210612878585
EC470944;75015;2025-10-27;2026-01-26;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.16;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;927461;306509;"{""coordinates"": [[[2.304075236991574, 48.84411641473429], [2.304099742913548, 48.844079216514515], [2.304074445337723, 48.84407233040572], [2.3040493851602553, 48.84410970706817], [2.304075236991574, 48.84411641473429]]], ""type"": ""Polygon""}";48.844094457960395, 2.3040746568780923
EC427826;75007;2025-02-10;2026-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;149.2;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;893599;278988;"{""coordinates"": [[[2.309294703426056, 48.86124967462798], [2.309336093844842, 48.861290100133985], [2.309280169286933, 48.861630163872064], [2.309273771114861, 48.86164424316045], [2.309264659859524, 48.86165466441648], [2.30925245418925, 48.861664384304156], [2.3092416761378005, 48.861670469159], [2.309241922067959, 48.8617039399331], [2.3092516113002817, 48.86170194713708], [2.309264777373122, 48.8616979247867], [2.309279009486838, 48.861691631430524], [2.3092904922932367, 48.86168441206139], [2.309307284444024, 48.86166720546095], [2.3093694708368937, 48.861284259007824], [2.3093536580475162, 48.86122770196548], [2.309371835383509, 48.8612100473727], [2.3093657511489822, 48.86120045035468], [2.309356181076792, 48.86119356454984], [2.309294703426056, 48.86124967462798]]], ""type"": ""Polygon""}";48.861448934218025, 2.309319652642425
EC433101;75016;2025-02-03;2027-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;20.49;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;DEUX_ROUES;894636;279758;"{""coordinates"": [[[2.28027233351765, 48.85301060350666], [2.28026346145614, 48.852993725790085], [2.280133704356585, 48.853027194674425], [2.2801453086669583, 48.85304408883814], [2.28027233351765, 48.85301060350666]]], ""type"": ""Polygon""}";48.85301898141787, 2.280203287601165
EC438332;75006;2025-04-14;2026-02-28;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;27.14;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;901843;285718;"{""coordinates"": [[[2.341028375932711, 48.85471207642342], [2.3408987483267953, 48.854567351643674], [2.3408871300652168, 48.854572069511256], [2.3409483654037615, 48.85464093936327], [2.3409422260343185, 48.854648988041156], [2.341001752148133, 48.85471648322697], [2.34101555167563, 48.85471667254406], [2.341028375932711, 48.85471207642342]]], ""type"": ""Polygon""}";48.85465386246086, 2.3409636993259073
EC360819;75013;2023-11-15;2026-02-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;1263.05;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;840426;236198;"{""coordinates"": [[[2.382714880491271, 48.825817216300564], [2.382747802387853, 48.825774353022325], [2.382765310851376, 48.82578104658889], [2.383151732616807, 48.825603735074345], [2.383154458815975, 48.82554819304678], [2.382904711918643, 48.825351320515736], [2.382677025226862, 48.825475829235664], [2.382575966082236, 48.82546201567381], [2.3822397423415063, 48.82564040670326], [2.38238628847307, 48.825689736989204], [2.382576072355734, 48.82558243782779], [2.382859038064483, 48.825630448194374], [2.3828732029536974, 48.825682672352414], [2.382670470012396, 48.825796381516845], [2.382714880491271, 48.825817216300564]]], ""type"": ""Polygon""}";48.82555792885633, 2.382779928025268
EC477471;75009;2025-11-04;2025-12-04;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;4.69;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;932590;310674;"{""coordinates"": [[[2.3311919863336144, 48.874899931875575], [2.331187043656637, 48.87490855589458], [2.331246887235476, 48.87492528337238], [2.331253877399362, 48.874918491949565], [2.3311919863336144, 48.874899931875575]]], ""type"": ""Polygon""}";48.87491284285106, 2.331219305802291
EC472145;75011;2025-11-21;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;0.7;Travaux sur réseau de gaz;EMPRISE_TROTTOIR;;928417;307309;"{""coordinates"": [[[2.368490449654103, 48.86491267955997], [2.368498455742297, 48.86490702986297], [2.3684895392813887, 48.86490242944172], [2.3684818808049353, 48.8649078534386], [2.368490449654103, 48.86491267955997]]], ""type"": ""Polygon""}";48.86490751385284, 2.368490113410054
EC471039;75004;2025-11-17;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;65.3;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;927548;306581;"{""coordinates"": [[[2.3671274299678657, 48.85096613601354], [2.367420635057069, 48.85163353590582], [2.367116776272189, 48.8516855611083], [2.3671150588501484, 48.8516817702415], [2.367105834599236, 48.85168374499573], [2.367109581885447, 48.85169084812736], [2.3674307144784312, 48.85163689072214], [2.3671374212987826, 48.85096416441499], [2.3671274299678657, 48.85096613601354]]], ""type"": ""Polygon""}";48.85135661008041, 2.3672726210345565
EC475135;75006;2025-11-10;2025-11-30;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;3.6;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;930697;309165;"{""coordinates"": [[[2.3247776500740303, 48.85034961473248], [2.3248018522550273, 48.850327893297006], [2.3247890588157425, 48.85032114246051], [2.324764857995243, 48.85034286390129], [2.3247776500740303, 48.85034961473248]]], ""type"": ""Polygon""}";48.85033537848769, 2.324783354942692
EC457073;75006;2025-07-28;2025-12-19;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;238.74;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;915949;297187;"{""coordinates"": [[[2.339748930584282, 48.856452449588275], [2.3397875970848028, 48.85648706855786], [2.339791424323657, 48.856487596009366], [2.3401965717543116, 48.8562221752476], [2.340194687735955, 48.85618927733265], [2.3400913523833693, 48.85623576162959], [2.3400697441373284, 48.856246773749085], [2.3400237739032006, 48.85624399033534], [2.339748930584282, 48.856452449588275]]], ""type"": ""Polygon""}";48.85633722987144, 2.3399649769425115
EC471444;75018;2025-11-03;2028-11-03;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;0.09;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;927852;306852;"{""coordinates"": [[[2.3273247389516696, 48.89133555109285], [2.3273150962532325, 48.89133367579049], [2.3273150668478504, 48.89133595181745], [2.3273247389516696, 48.89133555109285]]], ""type"": ""Polygon""}";48.89133505956693, 2.327318300684251
EC382043;75015;2024-03-04;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;106.93;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;AUTRE,DEUX_ROUES,STATIONNEMENT_PAYANT;857549;249966;"{""coordinates"": [[[2.3042004293352174, 48.83484840581625], [2.3042180593326265, 48.8348683404555], [2.3042562930832813, 48.834877001680056], [2.304506568285609, 48.834802084235086], [2.304529869618441, 48.83478027861057], [2.3045154790664695, 48.834756987504164], [2.3042004293352174, 48.83484840581625]]], ""type"": ""Polygon""}";48.83482051183607, 2.3043694362068727
EC388850;75001;2024-03-20;2026-06-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;46.78;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;847504;241741;"{""coordinates"": [[[2.3459181910418145, 48.85967269169471], [2.345932780140918, 48.85966502983569], [2.345722693113851, 48.85946807414867], [2.345620099582494, 48.85944929865927], [2.3456247538239494, 48.85946344029912], [2.345714931501399, 48.85948169283064], [2.3459181910418145, 48.85967269169471]]], ""type"": ""Polygon""}";48.8595468023616, 2.345786588726107
EC458388;75008;2025-10-06;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;86.07;Travaux sur réseau électrique;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;917084;298099;"{""coordinates"": [[[2.3044944126811484, 48.86904051515123], [2.3043545463203325, 48.86896096281226], [2.3042463608314336, 48.86889980801608], [2.3040389637163923, 48.868772997806836], [2.3039009577200837, 48.86868358900241], [2.3037537238942387, 48.868768112939335], [2.3037020356877327, 48.86876212029463], [2.303700112126092, 48.86877690874195], [2.303739246479356, 48.868775428541404], [2.303751820636434, 48.868781383409456], [2.303899046896041, 48.86869742871768], [2.3041313039644726, 48.86884483664157], [2.3044826086065093, 48.86904865128996], [2.3044944126811484, 48.86904051515123]]], ""type"": ""Polygon""}";48.868840629581406, 2.3041013627921503
EC456309;75006;2025-11-03;2025-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;3.97;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;915336;296657;"{""coordinates"": [[[2.3383684536880485, 48.85394251079262], [2.338355372773222, 48.853940161295334], [2.3383383845396235, 48.8539737652743], [2.3383514596839596, 48.853976569814876], [2.3383684536880485, 48.85394251079262]]], ""type"": ""Polygon""}";48.85395829812717, 2.3383534090967864
EC468405;75019;2025-10-20;2026-01-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;4.69;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;925251;304798;"{""coordinates"": [[[2.3822366737032654, 48.87397697969209], [2.3822008750681327, 48.87399057004201], [2.382213247674235, 48.874002301860294], [2.3822479229542095, 48.87398882082433], [2.3822366737032654, 48.87397697969209]]], ""type"": ""Polygon""}";48.873989665555136, 2.38222459702304
EC413955;75008;2024-11-01;2026-06-01;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;51.01;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;876805;265388;"{""coordinates"": [[[2.324355506281246, 48.87426866101363], [2.3245539695546436, 48.87424245910035], [2.324542625381914, 48.874212340961876], [2.3243448520457366, 48.87423854675069], [2.324355506281246, 48.87426866101363]]], ""type"": ""Polygon""}";48.874240503696896, 2.324449291101773
EC467095;75001;2025-09-29;2026-05-29;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;41.8;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;924191;303923;"{""coordinates"": [[[2.3467463481547504, 48.859581245773576], [2.346680374380018, 48.85965352875129], [2.346734293867326, 48.85967439212179], [2.3467967798645715, 48.85960404886095], [2.3467463481547504, 48.859581245773576]]], ""type"": ""Polygon""}";48.85962838488697, 2.346739168853449
EC444502;75002;2025-08-18;2025-12-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;4.49;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;879941;267898;"{""coordinates"": [[[2.3478022268197676, 48.868054386342074], [2.3478400563847552, 48.86806506621291], [2.3478491824782792, 48.86805282103031], [2.3478113472119673, 48.86804259709769], [2.3478022268197676, 48.868054386342074]]], ""type"": ""Polygon""}";48.86805375253075, 2.347825796786693
EC466533;75015;2025-10-17;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;19.05;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;923743;303558;"{""coordinates"": [[[2.303383236241269, 48.836714784200204], [2.303359228584966, 48.83670462627556], [2.303296581174309, 48.83656605399657], [2.3032370569073657, 48.83658096242393], [2.3032424264977687, 48.83659215041285], [2.3032912380763166, 48.836578773272755], [2.3033488635667743, 48.83670593205427], [2.303381400335599, 48.836723197925075], [2.303383236241269, 48.836714784200204]]], ""type"": ""Polygon""}";48.836629228097124, 2.303312231914029
EC322754;75007;2023-05-09;2026-07-24;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;1252.94;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;810680;212733;"{""coordinates"": [[[2.3213636715323593, 48.86006623811438], [2.321380044022437, 48.86008090224985], [2.3215444134190064, 48.860018993863385], [2.3215839786578623, 48.860001458677154], [2.3217574683617856, 48.859822116725766], [2.322004629469409, 48.85956304709526], [2.3220658568006454, 48.859577966164046], [2.3224663228594484, 48.85915218859562], [2.3224365864438026, 48.85910375201063], [2.3225541647832055, 48.85897782489606], [2.322467571286806, 48.85895001323492], [2.3214556129274273, 48.86002805318789], [2.3213636715323593, 48.86006623811438]]], ""type"": ""Polygon""}";48.85946680854815, 2.322057160279456
EC356098;75019;2024-03-04;2025-12-22;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;1468.19;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;837212;233579;"{""coordinates"": [[[2.3863163490073283, 48.897198565711314], [2.3863275268297173, 48.897187694513896], [2.3857594177903887, 48.89716429117243], [2.3856278150627626, 48.89719685659936], [2.385601056273027, 48.897240433226024], [2.385757027202527, 48.89736690895648], [2.3862978586563512, 48.89736103021872], [2.3868988949712224, 48.89734498384772], [2.3875729766574096, 48.89734251355962], [2.387936193573901, 48.89734710253767], [2.3879466742376483, 48.897336682682386], [2.387829856455677, 48.89728007449003], [2.386353997953203, 48.897288585799494], [2.3858135159444465, 48.89729126951489], [2.3857843391437066, 48.897305691478344], [2.3857480111764904, 48.89731165197431], [2.3857132085265254, 48.89730532664832], [2.3856898900046706, 48.89729154644442], [2.3856783026054282, 48.89727850899239], [2.3856726445695977, 48.89726049366985], [2.385679117786893, 48.89723867082358], [2.385702119542209, 48.897220802511754], [2.3857201667196684, 48.89721315377843], [2.38575197914903, 48.89720944629684], [2.385778906844701, 48.89721004035861], [2.38579542732992, 48.89721467831906], [2.3858101593349597, 48.897224543816016], [2.385810763528526, 48.897231832265206], [2.3858156616774, 48.89722639314754], [2.385897488072813, 48.89722749624275], [2.3860611435676353, 48.89722947385323], [2.3862779737590705, 48.897231722851785], [2.3863163490073283, 48.897198565711314]]], ""type"": ""Polygon""}";48.89729598388859, 2.386598054364991
EC476135;75017;2025-11-17;2026-02-17;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;26.03;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;931393;309717;"{""coordinates"": [[[2.289845256185596, 48.88400737412127], [2.2898460458485594, 48.88402536550435], [2.2900229689711984, 48.884013208946534], [2.2900218342699064, 48.88399521551873], [2.289845256185596, 48.88400737412127]]], ""type"": ""Polygon""}";48.884010292491816, 2.289934047499971
EC410016;75015;2024-10-17;2026-09-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;113.29;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;878909;267065;"{""coordinates"": [[[2.309627397949771, 48.84454120830423], [2.309792788339012, 48.84429534985564], [2.3097460640182113, 48.84428096383758], [2.309581387025149, 48.84452500422935], [2.309627397949771, 48.84454120830423]]], ""type"": ""Polygon""}";48.84441082453611, 2.3096868117051024
EC463635;75015;2025-09-01;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;75.29;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;921490;301715;"{""coordinates"": [[[2.2785644834786654, 48.842020844621295], [2.2780509113042684, 48.84220742526573], [2.278060853105138, 48.8422201753766], [2.278575906165363, 48.842036274751315], [2.2785644834786654, 48.842020844621295]]], ""type"": ""Polygon""}";48.84211841363224, 2.2783207157320624
EC446582;75007;2025-05-22;2026-07-31;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;24.93;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;908072;290741;"{""coordinates"": [[[2.3190954423366383, 48.85212561351282], [2.319087645089251, 48.85203586087802], [2.3190536318207853, 48.852038057802744], [2.31906177514019, 48.85212781240941], [2.3190954423366383, 48.85212561351282]]], ""type"": ""Polygon""}";48.852081760187616, 2.319074616082872
EC460695;75018;2025-08-18;2025-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;8.34;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;919080;299695;"{""coordinates"": [[[2.3563404595057276, 48.8845026325475], [2.3563235147406125, 48.88451156171234], [2.356365703382886, 48.884545788511886], [2.3563852856976424, 48.88453617923855], [2.3563404595057276, 48.8845026325475]]], ""type"": ""Polygon""}";48.884524360079496, 2.3563541807147246
EC475051;75016;2025-11-17;2025-12-05;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;24.84;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE;;930620;309096;"{""coordinates"": [[[2.277711616680521, 48.86406037815327], [2.2777270538810126, 48.86407534660886], [2.2778901921464345, 48.86405720542047], [2.2779139258712298, 48.86403791990936], [2.277711616680521, 48.86406037815327]]], ""type"": ""Polygon""}";48.8640574100093, 2.2778107396152536
EC446674;75007;2025-05-12;2025-12-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;5.11;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;908140;290797;"{""coordinates"": [[[2.3167341880616057, 48.84761780441925], [2.3167745239868323, 48.84762872098888], [2.316781790647049, 48.8476147369385], [2.3167419528573756, 48.84760449144185], [2.3167341880616057, 48.84761780441925]]], ""type"": ""Polygon""}";48.847616490377135, 2.3167582173605004
EC462863;75002;2025-09-15;2026-05-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;29.01;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;ZONE_LIVRAISON;920904;301238;"{""coordinates"": [[[2.3347668355941824, 48.87052561740391], [2.3347692557446047, 48.8706604178566], [2.3347968647328323, 48.87066057129568], [2.33479300544272, 48.870530316212026], [2.3347668355941824, 48.87052561740391]]], ""type"": ""Polygon""}";48.87059486021469, 2.3347814262438744
EC444053;75012;2025-08-25;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;69.11;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;905328;289255;"{""coordinates"": [[[2.4085386377661586, 48.84658714524469], [2.4084896128480056, 48.84659054525233], [2.4085174082271807, 48.84675552619723], [2.4085698885499713, 48.846751687287174], [2.4085386377661586, 48.84658714524469]]], ""type"": ""Polygon""}";48.84667217034783, 2.408529051122454
EC444724;75016;2025-04-23;2025-12-24;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;8.05;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;906843;289721;"{""coordinates"": [[[2.2891965479867347, 48.87035305579701], [2.289209827144827, 48.87034341991696], [2.28916186752845, 48.87031225695262], [2.289144877985071, 48.870323952778435], [2.2891965479867347, 48.87035305579701]]], ""type"": ""Polygon""}";48.8703326336007, 2.2891773679281533
EC476362;75012;2025-11-06;2025-12-31;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;8.88;Aménagement ou entretien de l’espace public;EMPRISE_TROTTOIR;;931653;309919;"{""coordinates"": [[[2.3780515491239993, 48.845904701675664], [2.3780881403627046, 48.84588688406124], [2.378062327577759, 48.84586874203983], [2.378028592791996, 48.84588367676723], [2.3780515491239993, 48.845904701675664]]], ""type"": ""Polygon""}";48.84588625897737, 2.378057741207982
EC390906;75008;2024-10-01;2026-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;127.59;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT,ZONE_LIVRAISON;860847;252707;"{""coordinates"": [[[2.319459224288432, 48.87016684518885], [2.319438648713895, 48.87017107922411], [2.3194193680186035, 48.87018837458629], [2.3195400504562635, 48.87037519508659], [2.3195936994465187, 48.870460212788494], [2.3196244474795766, 48.87045644035534], [2.3196452422930425, 48.87044972804607], [2.319459224288432, 48.87016684518885]]], ""type"": ""Polygon""}";48.87031722529823, 2.319530425457116
EC408604;75003;2025-01-20;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;16.6;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;878649;266841;"{""coordinates"": [[[2.3586280536135718, 48.8676563872751], [2.358602443851016, 48.867662170403584], [2.358628468830037, 48.86773471225771], [2.3586547641195814, 48.867729388763294], [2.3586280536135718, 48.8676563872751]]], ""type"": ""Polygon""}";48.867695773641586, 2.3586284901054038
